First Last,First,Last,Company,Domain
Zara Terez Tisch,Zara,Tisch,Terez,www.terez.com
Claire Theaker Brown,Claire,Brown,Unbelts,www.unbelts.com
Elizabeth Barbalich,Elizabeth,Barbalich,Antipodes New Zealand Limited,www.antipodesnature.com
Chad Satterlee,Chad,Satterlee,Merc,www.merc.com
Laura Villasenin,Laura,Villasenin,Miista,www.miista.com
Liz Reyna,Liz,Reyna,Passport to Organics,www.passporttoorganics.com
Vince Lebon,Vince,Lebon,Rollie,www.rollienation.com
Ally Smith,Ally,Smith,Charlotte Russe (clothing retailer),www.charlotterusse.com
Chris Chase,Chris,Chase,Otter Wax,www.otterwax.com
Johnny Halladay,Johnny,Halladay,Oddball,www.wearoddball.com
Christina Peng,Christina,Peng,Tse,www.tsecashmere.com
Zhanna Agranova,Zhanna,Agranova,Moda Xpress,www.modaxpressonline.com
Alex Gobel,Alex,Gobel,"JammyPack, Inc",www.jammypack.com
Steve Maden,Steve,Maden,Steven Madden Ltd,www.stevemadden.com
Shilla Radwanski,Shilla,Radwanski,"H2O Plus, LLC",www.h2oplus.com
Mike James Melby,Mike,Melby,"Electric Visual Evolution, LLC",www.electriccalifornia.com
Lexy Funk,Lexy,Funk,Brooklyn Industries LLC,www.brooklynindustries.com
Loso Jones,Loso,Jones,Love Your Melon Inc.,www.loveyourmelon.com
Ryan Immegart,Ryan,Immegart,"VOLCOM, Inc.",www.volcom.com
Ruchi Kakkar,,,anokherang,www.anokherang.com
