First Last,First,Last,Company,Domain
Warren Jones,Warren,Jones,The Jones Group Inc.,www.jny.com
Alissa Daner,Alissa,Daner,A.L.C. Ltd.,www.alcltd.com
Lily Cloninger,Lily,Cloninger,Needle & Thread,www.needleandthread.com
Courtney Coca,Courtney,Coca,ColourPop Cosmetics,www.colourpop.com
Tarj Mavi,Tarj,Mavi,La Mav,www.lamav.com
Eva Franco,Eva,Franco,"Eva Franco, Inc.",www.evafranco.com
Diane Hintons,Diane,Hintons,"Soko, Inc.",www.shopsoko.com
Lutz Schwenke,Lutz,Schwenke,Twothirds,www.twothirds.com
David Hieatt,David,Hieatt,Hiut Ltd,www.hiutdenim.co.uk
Heather Reier,Heather,Reier,Cake Beauty,www.cakebeauty.com
Sarah Staudinger,Sarah,Staudinger,Staud,www.staud.clothing
Philip Solomon,Philip,Solomon,"Palladio Beauty Group, LLC",www.palladiobeauty.com
Albert Vaisman,Albert,Vaisman,Soxy.com,www.soxy.com
Orna Fish,Orna,Fish,Lavido,www.lavido.com
José Antonio Nuño,José,Nuño,"Flor de Mayo Estrategias, S.A.P.I de C.V.",www.someonesomewhere.mx
Bob Lesko,Bob,Lesko,Oiselle Running Inc.,www.oiselle.com
Francesca Moscone,Francesca,Moscone,"Marina Moscone, Llc",www.oiselle.com
Diego Arroyo Ruiz,Diego,Ruiz,laagam,www.laagam.com
Kevin Mcspadden,Kevin,Mcspadden,"Timbuk2 Designs, Inc.",www.timbuk2.com
Kelvin Douglas,,,Beyond Retro,www.beyondretro.com
